date,index_return,front_settle,oi_front,oi_front_two,flow_SVXY,flow_UVXY,flow_lower,contracts_lower,share_oi_front_lower,share_oi_front_two_lower,flow_central,contracts_central,share_oi_front_central,share_oi_front_two_central,flow_upper,contracts_upper,share_oi_front_upper,share_oi_front_two_upper
2015-01-15,0.0450665756230797,21.475,60878,185820,39177658.13258375,41100545.57535322,80278203.70793697,3738.216703512781,0.06140505114348009,0.020117407725286734,91120474.00230569,4243.095413378612,0.06969833787868543,0.022834438776119965,344106780.8709093,16023.59864358134,0.26320836170014356,0.08623182996222871
2015-01-16,-0.032064565383357,20.625,53142,183348,-28373918.47737931,-28004876.75970917,-56378795.23708848,-2733.5173448285323,0.05143798398307426,0.01490890189600395,-64298585.46874209,-3117.5071742420405,0.05866371559674157,0.01700322432882846,-237049009.89668667,-11493.285328324202,0.21627498641986004,0.06268563239481316
2015-01-20,-0.0010152284263958,20.175,33981,172854,-906783.7492634337,-871637.8405855387,-1778421.5898489724,-88.1497690135798,0.0025940899035808186,0.0005099666135211207,-2087243.9582318086,-103.45694960256796,0.0030445528266551296,0.0005985221609136495,-7414429.812835729,-367.50581476261357,0.010815038249686989,0.002126105353434769
2015-01-21,-0.062111801242236,18.875,134118,173503,-58121364.52272623,-48270497.24193598,-106391861.7646622,-5636.654927929124,0.042027579653209295,0.032487362915506496,-124594116.26311159,-6601.012782151607,0.04921794824074029,0.0380455253347297,-422764380.42818725,-22398.112870367535,0.1670030336745816,0.12909351924962412
2015-01-22,-0.0526792558009895,17.875,137245,180118,-52506094.93483214,-35693506.932589166,-88199601.8674213,-4934.243461114478,0.035952081759732434,0.027394505052879103,-102609346.94383699,-5740.383045809062,0.041825808195628714,0.03187012428413075,-327270372.45340866,-18308.83202536552,0.13340254308255686,0.10164909684409952
2015-01-23,0.0273428886438809,18.375,135210,181448,26541904.890398573,19406189.916962616,45948094.807361186,2500.576588155711,0.018494021064682425,0.013781229818767421,54070610.77679872,2942.6182735672774,0.02176331834603415,0.01621741917005025,174848891.71365237,9515.585943600128,0.07037634748613363,0.05244249561086443
2015-01-26,-0.0603590073660874,17.225,134277,185061,-61220438.40399285,-39039598.80502901,-100260037.20902187,-5820.6117392755805,0.043347794032303225,0.0314523953684222,-119031616.1297231,-6910.398614207437,0.051463754881382794,0.037341193521095405,-363784125.90348136,-21119.54286812664,0.15728339825976628,0.11412206174248836
2015-01-27,0.0351197263397946,17.875,125742,179989,33916401.075421676,24640759.079639215,58557160.15506089,3275.92504363977,0.026052751217888772,0.01820069584052231,70672833.8620708,3953.72497130466,0.03144315321296512,0.021966481125539117,222343119.52760214,12438.775917628092,0.09892300041058749,0.06910853395278652
2015-01-28,0.136954128440367,20.475,120049,175935,120827660.60333103,111875092.42862794,232702753.03195897,11365.2138232947,0.09467145768223559,0.06459893610307614,288378667.8523959,14084.428222339238,0.11732232856866145,0.0800547260200599,958478071.2269409,46812.115810839605,0.38994173888028727,0.26607619752090034
2015-01-29,-0.0664211410480067,19.075,112149,171683,-59986327.32716592,-50411723.17990309,-110398050.507069,-5787.578008234286,0.05160614903596364,0.033710839210837916,-136619013.4920554,-7162.2025421785265,0.06386327601831962,0.04171759895958555,-440420515.6629319,-23088.886797532472,0.20587688519320255,0.1344855739795581
2015-01-30,0.0914756595803614,21.025,106338,172133,74021894.1765701,82811278.52693443,156833172.70350453,7459.366121450869,0.0701476999891936,0.0433348987204712,200306695.5765734,9527.072322310269,0.08959235947930437,0.05534715785067517,685761034.3258425,32616.458231906898,0.306724390452208,0.18948405147128614
2015-02-02,-0.0420825122369843,19.975,99818,168392,-36158298.65446515,-34176228.210378185,-70334526.86484334,-3521.127752933334,0.035275478900933036,0.020910303060319574,-90343249.99861124,-4522.816019955507,0.04531062553803429,0.026858853270675012,-291643131.22318566,-14600.40706999678,0.14627028261432587,0.0867048735687965
2015-02-03,-0.042377947525739,18.875,95318,168436,-38174136.38501877,-31203350.61351967,-69377486.99853843,-3675.628450253692,0.038561745423253656,0.021822107211366286,-88458130.62521186,-4686.523476832416,0.04916724518802761,0.027823763784656584,-274213808.28488535,-14527.883882642933,0.15241490466273877,0.08625165571874738
2015-02-04,0.0432582322357018,19.775,89074,164850,37842083.246938646,33618351.715173975,71460434.96211262,3613.6755985897657,0.0405693647819764,0.021920992408794453,92452796.47597066,4675.236231401803,0.05248710321083372,0.02836054735457569,290380776.46377504,14684.236483629586,0.16485435125434567,0.08907635112908453
2015-02-05,-0.0453126038136999,18.675,84759,170263,-40997823.02025904,-32464148.31053558,-73461971.33079462,-3933.7066308323756,0.046410488925451875,0.023103707974324286,-94549359.6609143,-5062.884051454581,0.059732701559180514,0.029735668063258492,-287264658.56673044,-15382.311034363076,0.1814829225729784,0.09034441443157396
2015-02-06,0.0255822036843935,19.175,84853,176158,22171535.70074977,19895651.98223265,42067187.682982415,2193.8559417461493,0.025854783469602127,0.012453910363118048,55188362.80698733,2878.14147624445,0.033919148129641266,0.01633840913409808,171505807.14951736,8944.240268553709,0.10540865106188006,0.050773965806569725
2015-02-09,0.0205173347778981,19.625,78124,173381,17693559.472612705,16163262.364005199,33856821.8366179,1725.1883738404026,0.02208269384363835,0.009950273523860183,45361985.13461682,2311.4387329741057,0.029586794493038065,0.01333155728121366,138841436.93085805,7074.722900935441,0.0905576122694107,0.040804487809710646
2015-02-10,-0.042697076178479,18.575,74184,175840,-38199914.44347538,-31091934.370574847,-69291848.81405023,-3730.3821703391777,0.05028553556480073,0.02121463927626921,-92228505.1864076,-4965.195433992333,0.06693081303235648,0.028237007700138383,-273484033.59235376,-14723.231956519718,0.19846910326377276,0.083730845976568
2015-02-11,-0.0047711243258192,18.425,65624,175126,-4238562.869092807,-3505022.912713297,-7743585.781806104,-420.276026149585,0.006404303702145328,0.002399849400714828,-10388124.629642088,-563.8059500484172,0.008591459680123389,0.0032194302961777075,-30725887.673714057,-1667.619412413246,0.025411730653621328,0.009522397658904138
2015-02-12,-0.0506276440807266,16.875,58343,184998,-47811111.10995451,-32830432.277957,-80641543.38791151,-4778.758126691053,0.08190799456131932,0.02583140426756534,-106516237.84264332,-6312.073353638123,0.10818904330661987,0.034119684286522685,-300275577.7129606,-17794.108308916184,0.3049913153063124,0.0961854090796451
2015-02-13,-0.005893909626719,16.5,45031,188000,-5637289.711864555,-3721435.0730267838,-9358724.784891339,-567.195441508566,0.012595666130189557,0.003016997029300883,-12374045.195409086,-749.9421330550961,0.016653908042350736,0.003989053899229235,-34372178.19032264,-2083.1623145650083,0.04626062744698115,0.011080650609388341
2015-02-17,0.0043706293706293,16.2,33335,192279,4167300.955683295,2773080.374746631,6940381.3304299265,428.41860064382263,0.0128519154235435,0.002228109157234137,9389189.622505315,579.5796063274886,0.017386518863881463,0.0030142636810441526,25561527.718086515,1577.8720813633652,0.0473337957511134,0.00820615918203946
2015-02-18,-0.0205479452054794,17.875,154980,202101,-19724769.42054689,-12836083.595049648,-32560853.01559654,-1821.5861826907155,0.011753685525169155,0.009013246756278868,-44163534.24735129,-2470.687230621051,0.015941974645896573,0.012225012397865677,-118988988.72152479,-6656.726641763625,0.04295216571017954,0.032937623474221425
2015-02-19,-0.0134691883592714,17.625,157680,207509,-13250883.546788586,-8052326.252839381,-21303209.799627967,-1208.692754588821,0.007665479164058986,0.00582477268257676,-28795031.094491407,-1633.7606294746897,0.01036124194238134,0.007873203713933803,-75993505.25213109,-4311.688241255664,0.02734454744581218,0.020778319211483185
2015-02-20,-0.0393734123624046,16.925,155774,211068,-40059262.03771798,-21820411.878574766,-61879673.91629275,-3656.110718835613,0.02347060946522278,0.01732195652034232,-82899553.7273985,-4898.05339600582,0.031443330697072815,0.023206044478584247,-212316068.64283386,-12544.523996622385,0.0805302810265024,0.059433566417563935
2015-02-23,0.0060801406490362,17.025,143337,195558,6155836.180221852,3393375.8669212917,9549212.047143143,560.893512313841,0.003913110448201379,0.0028681696085756706,13004492.50551718,763.8468432021838,0.00532902769837644,0.0039059861688204205,32904348.478745423,1932.7076933183803,0.013483662231792072,0.00988304080282259
2015-02-24,-0.0493755445832123,16.125,153512,212541,-52116802.67683658,-25250124.120180983,-77366926.79701756,-4797.948948652252,0.03125455305547613,0.022574227789707642,-104065804.63786814,-6453.693310875543,0.042040318091585954,0.030364462907747414,-254550388.83175325,-15786.070625225007,0.10283281193147772,0.07427306084578979
2015-02-25,0.0190258751902587,16.425,152110,217086,19924582.661101706,9841401.878379501,29765984.539481208,1812.2365016426916,0.011913986599452314,0.008348011855406113,40329176.59803997,2455.35321753668,0.016141957908991388,0.011310509279901421,98615361.34973034,6003.979382023156,0.03947129959912666,0.027657146854348766
2015-02-26,-0.0202380952380952,16.025,148685,220708,-21432085.44045137,-10219325.99674527,-31651411.43719664,-1975.127078764221,0.013283969995387706,0.008949050685812119,-42878532.21184686,-2675.727439116809,0.017995947399648982,0.01212338220235247,-103544377.8011849,-6461.427631899214,0.04345715863670992,0.029275910396991563
2015-02-27,-0.0099803417510963,15.825,143539,221334,-10635283.390711498,-4980990.232441692,-15616273.62315319,-986.8103395357466,0.0068748586762883025,0.004458467020592167,-21200652.51182183,-1339.6936816317111,0.009333307892849408,0.006052814667568973,-50759347.66391272,-3207.5417165189715,0.022346133918440085,0.014491861695532415
2015-03-02,-0.027972027972028,15.325,144223,234259,-30794586.361822065,-13052551.85912511,-43847138.220947176,-2861.150944270615,0.01983838184111144,0.012213622291013857,-59500957.16875903,-3882.6073193317475,0.02692086088440642,0.016573994251370266,-137513431.9250673,-8973.144008160998,0.06221714988705684,0.038304372545605495
2015-03-03,0.0252061615061458,15.775,136954,231405,27131670.50355122,12241421.803020451,39373092.30657167,2495.917103427681,0.01822449219028054,0.010785925556611486,54134834.70756337,3431.6852429517194,0.025057210763845667,0.014829780008866356,126276898.37692606,8004.874699012746,0.05844936766368814,0.034592488057789354
2015-03-04,-0.001510574018127,15.725,131925,232148,-1629970.8994934487,-731922.8833536434,-2361893.782847092,-150.1999225975893,0.0011385250907529983,0.0006470007176352556,-3259464.224208433,-207.27912395602118,0.0015711891146941155,0.0008928749071972241,-7562103.48279772,-480.8968828488216,0.003645229356443597,0.0020715099111292003
2015-03-05,-0.0191207467630231,15.325,128527,238450,-20882284.9463241,-9023922.898222197,-29906207.844546296,-1951.4654384695789,0.01518331119896659,0.008183960740069527,-41222287.928416036,-2689.8719692278,0.020928458372387125,0.01128065409615349,-94443227.0728659,-6162.690184200059,0.04794860367238058,0.025844790036485883
2015-03-06,0.0476335877862597,16.225,119138,233612,49694238.191984236,24492562.688471008,74186800.88045524,4572.376017285376,0.03837882134403277,0.0195725220334802,104711000.4270423,6453.6826149178605,0.05416980824688899,0.02762564686282323,245591921.41129023,15136.6361424524,0.1270512862600715,0.0647939153059449
2015-03-09,-0.0156680690555636,15.825,112624,238428,-16579463.838749565,-7819621.900062846,-24399085.73881241,-1541.806365801732,0.01368985621005942,0.006466549087362776,-34665779.50690663,-2190.5705849546052,0.01945029998006291,0.00918755592864347,-79507074.3469652,-5024.1437186075955,0.04460988526963698,0.021071953456001793
2015-03-10,0.0521994134897361,16.925,101939,230134,53437260.198815204,27628810.176284764,81066070.37509997,4789.723508129983,0.04698617318327611,0.020812759123510577,117351124.85125777,6933.596741580961,0.0680171155453846,0.030128519651946087,273008749.8504276,16130.502206819949,0.15823681031616896,0.07009178220871295
2015-03-11,0.0104094378903538,17.225,87418,217754,10390740.13605078,5771734.636756091,16162474.772806872,938.31493601201,0.010733658239859183,0.004309059470834107,23772622.89780415,1380.1232451555384,0.015787632354383976,0.006337992620826889,55843961.4245784,3242.0296908318373,0.03708652326559561,0.01488849661008219
2015-03-12,-0.0629619490829453,15.875,75327,217035,-66582658.76287904,-30824187.637226246,-97406846.40010528,-6135.864340164112,0.08145637474164791,0.028271312646182007,-139791212.86462468,-8805.745692259823,0.11690025744102145,0.040572929215379194,-315298307.802212,-19861.310727698394,0.26366788439335687,0.0915120175441675
2015-03-13,0.0270466773302311,16.425,63587,205815,27947913.334840287,13793549.285711065,41741462.62055135,2541.337145847875,0.03996630043637654,0.012347677019886184,60779048.26371083,3700.3986766338403,0.058194264183462664,0.017979246782954792,138251445.39490148,8417.13518386006,0.13237194998757704,0.040896607068775646
2015-03-16,-0.0219966159052455,16.125,48560,208942,-23268847.8524507,-10707314.198549252,-33976162.050999954,-2107.0488093643385,0.043390626222494615,0.010084371784343685,-49544076.47121617,-3072.5008664320108,0.06327225836968721,0.01470504190843397,-109740012.22938557,-6805.582153760345,0.14014790267216526,0.032571633054916414
2015-03-17,-0.006893580353296,15.625,39090,208614,-7327687.825554196,-3322810.4146324624,-10650498.240186658,-681.631887371946,0.017437500316499002,0.0032674311761048927,-15558074.098902646,-995.7167423297693,0.02547241602276207,0.0047730101638901,-34219777.03533582,-2190.0657302614923,0.05602624022157821,0.010498172367441745
2015-03-18,-0.0489208633093526,16.525,165714,217507,-54286790.51414896,-21486673.871334758,-75773464.38548371,-4585.383623932448,0.027670466127982237,0.02108154507180205,-108709447.60818934,-6578.483970238387,0.039697816540777406,0.030244929911397735,-231898579.66194546,-14033.196953824234,0.08468323107175153,0.06451836931144392
2015-03-19,0.0006034092623323,16.525,158701,215552,668295.3489897237,265362.7390190262,933658.08800875,56.49973301111952,0.0003560137176899926,0.0002621164870245672,1345456.0376954572,81.41942739458138,0.000513036637416156,0.0003777252235867975,2860661.3141068043,173.11112339526804,0.0010908004574342193,0.0008031060876042349
2015-03-20,-0.019230769230769,16.175,164417,227929,-21655485.671824433,-8209687.331657345,-29865173.00348178,-1846.378547355906,0.011229851824056551,0.008100674101829543,-42882746.66475855,-2651.1744460438053,0.016124697847812605,0.011631580211573803,-90009658.90684916,-5564.739345091139,0.033845279655334536,0.024414354229128975
2015-03-23,-0.0051852981546439,16.075,165725,234212,-5943878.1641482,-2132389.303467112,-8076267.467615312,-502.4116620600505,0.0030315985039073797,0.0021451149473982996,-11624451.273785353,-723.138492925994,0.004363484645804761,0.003087538183039272,-23870012.45849415,-1484.9152384755303,0.008960116086743282,0.006340047642629456
2015-03-24,-0.0103753433018003,15.875,166366,241685,-11941321.648309045,-4220290.141713353,-16161611.790022397,-1018.0542859856628,0.006119365050465016,0.004212318869543674,-23291330.700797997,-1467.1704378455431,0.00881893198036584,0.006070589560152857,-47515194.9518669,-2993.083146574293,0.01799095456147466,0.012384232147523815
2015-03-25,0.0398773006134969,16.575,156333,239154,43835122.41469467,17648494.28408421,61483616.698778875,3709.4188053561916,0.023727676212675453,0.015510586506419259,90902082.15820292,5484.288516332001,0.03508081157741488,0.022932037583866464,189313853.51651436,11421.650287572511,0.0730597524999361,0.04775855845008869
2015-03-26,-0.0085168869309836,16.475,146117,232289,-9438372.195696091,-3724048.296834064,-13162420.492530156,-798.9329585754267,0.005467761852319899,0.0034393921303868314,-19467626.28293561,-1181.6465118625558,0.008086988590393697,0.005086967148089474,-40237715.945447676,-2442.3499815142745,0.016715029609930907,0.010514273088757
2015-03-27,-0.0116536362295324,16.225,140781,231533,-13074727.453443661,-4968460.6159871975,-18043188.069430858,-1112.06089796184,0.00789922573331515,0.004803034115922309,-26615482.26337533,-1640.39952316643,0.011652137171681051,0.007084949113804209,-54425599.47396262,-3354.428318888297,0.02382728009382159,0.014487905909258279
2015-03-30,-0.0243684992570581,15.775,139354,236991,-28151452.247044936,-9755372.658116419,-37906824.90516135,-2402.9682982669638,0.017243626291796172,0.010139491787734402,-55650849.570823334,-3527.787611462652,0.025315294942826555,0.01488574507665967,-110677263.14074138,-7015.991324294224,0.050346537051639884,0.029604463141191962
2015-03-31,0.0289481661109425,16.275,134171,238534,32626873.337078445,12188014.569871493,44814887.90694994,2753.6029435913943,0.02052308579045691,0.011543859339093774,66894937.67373296,4110.288029108016,0.030634697729822514,0.01723145559588158,134361756.40556994,8255.714679297693,0.06153128976677295,0.034610221936066526
2015-04-01,-0.0117302052785921,16.025,129699,237630,-13216982.306864144,-4922347.82341095,-18139330.130275093,-1131.9394777082744,0.008727434118291385,0.004763453594698794,-27161209.670057386,-1694.9272805028013,0.013068159974269664,0.007132631740532767,-54325989.82280846,-3390.07736803797,0.02613803782633613,0.014266201102714177
2015-04-02,-0.0171268271076332,15.625,128670,245581,-19700476.523243804,-6904246.72112964,-26604723.244373444,-1702.7022876399005,0.013233094642417818,0.006933363279895027,-39555837.267643444,-2531.5735851291806,0.019674932658189016,0.01030850751943017,-77986860.40191205,-4991.159065722371,0.03879038677020573,0.020323881186746415
2015-04-06,-0.0510402418832337,15.275,123388,249160,-60020550.87378902,-19718860.269401986,-79739411.14319101,-5220.256048654076,0.04230764781546079,0.020951420969072387,-118868346.81747007,-7781.8884986887115,0.06306843857335163,0.03123249517855479,-228510885.32143956,-14959.7960930566,0.12124190434285831,0.06004092186970862
2015-04-07,-0.0021122510561257,15.275,115958,251651,-2488441.243783325,-810727.8171972897,-3299169.0609806147,-215.98488124259345,0.0018626130257730683,0.0008582714999844763,-4927653.967779657,-322.5960044372934,0.0027820073167637714,0.0012819182297598396,-9426973.091719279,-617.1504479030625,0.005322189481562829,0.0024524061017165144
2015-04-08,-0.0225563909774436,14.825,106281,254261,-27066877.671400048,-8323190.936433547,-35390068.607833594,-2387.188438976971,0.02246110253927768,0.009388732204219173,-52500650.52447992,-3541.3592259345646,0.03332071796402522,0.013928047266134266,-99118256.35860816,-6685.885757747599,0.0629076293763476,0.026295364832780485
2015-04-09,-0.0360966656469869,14.075,95603,253100,-44761744.41953625,-12440940.75033583,-57202685.169872075,-4064.1339374687086,0.042510527258231526,0.01605742369604389,-83667892.05840003,-5944.432828305508,0.06217830850815883,0.02348649872898265,-154776427.73868725,-10996.549040048827,0.11502305408877156,0.04344744780738375
2015-04-10,-0.0463430012610339,13.425,78782,251774,-60139220.2900405,-14546296.654272225,-74685516.94431272,-5563.166997714169,0.07061469622139789,0.022095875657193235,-107092817.1484758,-7977.118595789631,0.10125559894125094,0.031683647222467894,-192972162.68950796,-14374.090330689605,0.1824539911488615,0.05709124187044574
2015-04-13,0.0443349753694579,14.325,48940,237965,55748806.476197906,14622974.660110861,70371781.13630876,4912.515262569547,0.10037832575744886,0.020643856292183925,103212078.07010064,7205.031627930236,0.1472217333046636,0.030277694736327763,186747590.6589693,13036.48102331374,0.26637680881311276,0.05478318670104318
2015-04-14,-0.0290852228303361,13.575,37854,241415,-36977783.0139504,-9397878.607015042,-46375661.62096544,-3416.254999702795,0.09024819040795676,0.014150964106218732,-67862627.69125688,-4999.088596041022,0.13206236054422313,0.02070744815376436,-121786648.30996904,-8971.392140697535,0.2369998452131224,0.037161701388470206
2015-04-15,-0.0191999999999999,15.325,195329,261026,-24950787.064628094,-5929877.603176364,-30880664.667804457,-2015.0515280785942,0.010316192311835897,0.007719734923258963,-44819553.82544814,-2924.603838528427,0.014972706758998545,0.011204262558244875,-79334898.40628013,-5176.828607261346,0.026503123485306056,0.019832616702019516
2015-04-16,-0.0127479674796746,15.125,198644,270150,-16895666.132256065,-3773132.3728430965,-20668798.505099162,-1366.5321325685397,0.006879302332658121,0.005058419887353469,-29781895.5479867,-1969.0509453214347,0.009912461213635622,0.007288731983421931,-52048802.47353266,-3441.243138745961,0.01732367017753348,0.01273826814268355
2015-04-17,0.0353180594761373,15.675,189900,264405,45159380.787504174,11154912.759730985,56314293.54723516,3592.618408117076,0.018918475029579124,0.013587558511060971,82754330.40963663,5279.383120232002,0.027800858979631395,0.01996703209179857,146506942.6572962,9346.53541673341,0.04921819598069199,0.035349314183670544
2015-04-20,-0.0300903976231114,15.175,187927,264669,-39815856.09276718,-8880876.149109222,-48696732.2418764,-3209.010361902893,0.017075834562904173,0.012124617397212718,-70963614.14989755,-4676.350191097037,0.02488386549616094,0.017668673668231025,-122582294.93667385,-8077.91070422892,0.042984300841438006,0.030520804114682564
2015-04-21,-0.0032469640885772,15.125,186865,266038,-4292644.001858738,-958308.5704760366,-5250952.572334775,-347.1704180056049,0.0018578675407679604,0.0013049655237432432,-7674931.444840718,-507.4334839564111,0.0027155084363385926,0.0019073721947857492,-13221693.909854315,-874.1615808168142,0.004678038053229948,0.0032858523249190497
2015-04-22,-0.0129827977929244,14.925,183144,264985,-17363893.630077757,-3748205.706442147,-21112099.336519904,-1414.5460191973136,0.007723682016322203,0.005338211669329636,-30773210.527126223,-2061.8566517337504,0.011258117392509448,0.007781031574367418,-52596970.627335146,-3524.0851341598086,0.01924215444764671,0.013299187252711696
2015-04-23,-0.0123189830286349,14.725,184699,271793,-16633201.608013768,-3487633.1471767975,-20120834.755190566,-1366.44039084486,0.0073982013483822875,0.005027503985918917,-29269985.211651884,-1987.7748870391772,0.01076223957378858,0.007313561743824077,-49673400.38889306,-3373.4057989061503,0.018264342518942444,0.01241167284994886
2015-04-24,-0.0047584429317295,14.625,184396,276101,-6487950.744077885,-1321872.418369178,-7809823.162447062,-534.0050025604829,0.0028959684730714493,0.001934092968009833,-11339081.064401763,-775.3217821813171,0.004204656186583858,0.002808109286751287,-19109640.129231848,-1306.642060118417,0.007086065099668198,0.00473247854994519
2015-04-27,0.0288340718206467,15.125,178598,276253,38172581.52267228,8485885.018772144,46658466.54144442,3084.8572919963253,0.01727263066773606,0.01116678295618989,69310974.5905463,4582.543774581573,0.025658427163694854,0.01658821361064522,117326547.20744596,7757.127088095601,0.043433448796154496,0.02807979311752488
2015-04-28,-0.038178207674076,14.475,181276,284054,-52282163.888613194,-10413472.60673887,-62695636.49535206,-4331.304766518277,0.023893426413415325,0.015248173820887143,-91677890.31517239,-6333.533009683758,0.034938618513668425,0.022296933011623696,-152344133.48038954,-10524.637891564043,0.05805863926589313,0.03705153911426716
2015-04-29,0.0371475953565507,15.075,169020,270763,49473980.47201509,10662363.741380908,60136344.213396,3989.1438947526367,0.023601608654316868,0.01473297272800433,89350541.12227225,5927.067404462505,0.0350672547891522,0.02189024129760161,149742914.56415087,9933.194995963573,0.05876934679897984,0.03668593934903799
2015-04-30,0.0202663947485821,15.525,166745,276734,26245947.48342903,6134500.2086504605,32380447.692079492,2085.6971138215454,0.0125083037801526,0.007536830002173731,48937159.87526464,3152.152004847964,0.018904027136333705,0.011390548341902201,82740447.24926764,5329.497407360234,0.031961962321870124,0.019258556618847827
2015-05-01,-0.0534479536535227,14.475,164344,277753,-72564317.88008714,-14608346.890549734,-87172664.77063687,-6022.291175864378,0.03664442374448947,0.021682182283771473,-128724553.28414227,-8892.88796436216,0.054111424599390064,0.03201725261063665,-212515138.38575643,-14681.52942215934,0.08933413706712347,0.0528582208730755
2015-05-04,0.0,14.475,157030,275943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-05,0.0416585047339208,15.225,156153,281348,54550113.52446192,12178544.721026381,66728658.2454883,4382.834695926982,0.02806756639915328,0.015577984190138129,101418339.53770375,6661.303089504351,0.04265882236975499,0.023676383302900148,168022527.6187574,11035.962405172899,0.07067403383331027,0.03922530959940323
2015-05-06,0.0168697282099345,15.675,142692,269914,21721352.437999975,5092194.498285025,26813546.936285,1710.5931059830941,0.011988009881304447,0.006337548648766252,41232193.524272054,2630.4429680556336,0.01843441095545394,0.009745485480766591,68581848.56021577,4375.237547701166,0.030662108231023222,0.016209746614481522
2015-05-07,-0.0133619368679129,15.425,135927,266808,-17339758.81869978,-3981020.834702395,-21320779.653402176,-1382.2223438186174,0.010168857870905835,0.005180588077638667,-32749688.458156884,-2123.1564640620345,0.01561982876148252,0.00795761920205554,-54167643.54108304,-3511.6786736520608,0.0258350340524845,0.013161819261986375
2015-05-08,-0.0429394634116117,14.375,121843,260366,-58645858.34736079,-11435864.176801967,-70081722.52416275,-4875.250262550452,0.04001255929803478,0.018724604067161043,-104839056.17622092,-7293.151733997977,0.05985696128622881,0.028011152508384263,-169194431.76635984,-11770.047427225032,0.0966001118424943,0.045205777356586624
2015-05-11,0.0296601973047907,14.925,115765,261750,39403833.70748633,8339029.778173525,47742863.48565985,3198.851824834831,0.027632288038999964,0.012221019388098685,73032554.12592894,4893.303459023715,0.042269282244406466,0.018694569088915817,118206505.34595159,7920.033859025232,0.06841475280978908,0.030258009012512826
2015-05-12,-0.0163474137393149,14.625,113497,264460,-21812462.90484007,-4559525.405476941,-26371988.31031701,-1803.2128759191119,0.015887758054566305,0.006818471133324933,-40357281.71968846,-2759.4722543376724,0.024313173514169294,0.010434365326845921,-65043443.57107897,-4447.414945031041,0.03918530837846851,0.01681696644116706
